body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,,site_athletics,3_funding,False,1920,operating budget,Purchase of trees and shrubs for landscaping at Captree school.,Captree PTA $1920 for purchase of trees and shrubs,https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,3_funding,False,1920,operating budget,Purchase of trees and shrubs for landscaping.,Captree PTA $1920 for purchase of trees and shrubs,https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,3_funding,False,1314.45,operating budget,Purchase of trees and shrubs for landscaping at Bayview school.,Bayview PTA $1314.45 for purchase of trees and shrubs,https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,3_funding,False,1314.45,operating budget,Purchase of trees and shrubs for landscaping.,Bayview PTA $1314.45 for purchase of trees and shrubs,https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,3_funding,False,1000,unknown,Donation of portable outside fence for athletic facilities from West Islip Softball Club and David Cone Foundation.,"West Islip Softball Club and The David Cone Foundation – portable outside fence for $1,000",https://files.smartsites.parentsquare.com/6796/june_2009_school_board_minutes.pdf,2009-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,True,,bond,Bond issue projects requiring State Education Department approval.,approve plans and specifications for bond issue projects as submitted by BBS,https://files.smartsites.parentsquare.com/6796/october_2008_school_board_minutes.pdf,2008-10-01,False
West Islip Union Free School District,NCES-3630690,District Wide,electrical_lighting,3_funding,False,,unknown,District-wide telephone system installation approved for environmental review.,SEQRA Negative Declaration for District Wide Telephone System Installation,https://files.smartsites.parentsquare.com/6796/july06mins.pdf,2006-07-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,unknown,Construction management services agreement under board consideration.,Approval of the Agreement for Construction Management Services was tabled.,https://files.smartsites.parentsquare.com/6796/may_2009_school_board_minutes.pdf,2009-05-01,False
West Islip Union Free School District,NCES-3630690,High School,"site_athletics, abatement, general_construction",3_funding,False,,unknown,"High school bleacher replacement, asbestos abatement, new press box and athletic storage sheds.","SEQRA Resolution, re: High School bleacher replacement, asbestos abatement, construction of new press box and new athletic storage sheds.",https://files.smartsites.parentsquare.com/6796/july07minutes.pdf,2007-07-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,bond,Capital projects require 26-week state approval process to maximize state aid.,It would take 26 weeks for state approval process for the capital projects' architect.,https://files.smartsites.parentsquare.com/6796/jan08mins.pdf,2008-01-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,unknown,Leasehold space agreement with BOCES for P.J. Bellew School.,Leasehold Space Agreement with BOCES (P.J. Bellew School),https://files.smartsites.parentsquare.com/6796/august07mins.pdf,2007-08-01,False
West Islip Union Free School District,NCES-3630690,,energy,3_funding,False,,EPC,Energy Performance contract approved with SEQRA Negative Declaration.,approve SEQRA Negative Declaration with regard to Energy Performance contract,https://files.smartsites.parentsquare.com/6796/may2007.pdf,2007-05-01,False
West Islip Union Free School District,NCES-3630690,West Islip Library,general_construction,3_funding,False,,bond,Library bond account warrant approval indicates bond-funded construction or renovation project.,approve West Islip Library Bond Account warrant #1,https://files.smartsites.parentsquare.com/6796/04julymins.pdf,2004-07-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,3_funding,False,,unknown,High school parking lot stipulation agreement authorized.,"authorize Board President to sign Stipulation of Agreement, re: High School parking lot",https://files.smartsites.parentsquare.com/6796/aug04.pdf,2004-08-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,bond,Bond projects for the school district with architect oversight,"approve Burton, Behrendt, Smith (BBS) as architects for bond projects",https://files.smartsites.parentsquare.com/6796/feb08mins.pdf,2008-02-01,False
West Islip Union Free School District,NCES-3630690,District Wide,electrical_lighting,3_funding,False,,unknown,District-wide telephone system installation approved for SEQRA environmental review.,approve SEQRA Negative Declaration for District Wide Telephone System Installation,https://files.smartsites.parentsquare.com/6796/july06mins.pdf,2006-07-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,True,,unknown,Lease negotiation and legal review for Masera property,"Masera lease; Dr. Blau said negotiations are ongoing with BOCES, and will provide an update",https://files.smartsites.parentsquare.com/6796/march08mins.pdf,2008-03-01,False
West Islip Union Free School District,NCES-3630690,Beach and Bellew,abatement,3_funding,False,,unknown,Asbestos abatement at Beach and Bellew schools,approval resolution regarding SEQRA (Beach and Bellew asbestos abatement),https://files.smartsites.parentsquare.com/6796/oct03minutes.pdf,2003-10-01,False
West Islip Union Free School District,NCES-3630690,District-wide,energy,3_funding,False,,EPC,Energy Performance Contract with SEQRA Negative Declaration approval.,approve SEQRA Negative Declaration with regard to Energy Performance contract,https://files.smartsites.parentsquare.com/6796/may2007.pdf,2007-05-01,False
West Islip Union Free School District,NCES-3630690,high school,site_athletics,3_funding,False,,unknown,"Renovate football field, track, bleachers and install artificial turf.","PAWS fund-raising project to renovate the high school football field, track and bleachers and install artificial turf.",https://files.smartsites.parentsquare.com/6796/dec05mins.pdf,2005-12-01,False
West Islip Union Free School District,NCES-3630690,library,general_construction,3_funding,False,,bond,Library bond work funded from district bond refinancing savings.,A portion of these savings will go to the library for their bond work.,https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,bond,Bond issue projects submitted to State Education Department for approval.,approve plans and specifications for bond issue projects as submitted by BBS,https://files.smartsites.parentsquare.com/6796/october_2008_school_board_minutes.pdf,2008-10-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,unknown,Construction management services agreement approval being considered.,Approval of the Agreement for Construction Management Services was tabled.,https://files.smartsites.parentsquare.com/6796/may_2009_school_board_minutes.pdf,2009-05-01,False
West Islip Union Free School District,NCES-3630690,District Wide,electrical_lighting,3_funding,False,,unknown,District-wide telephone system installation with environmental review completed.,SEQRA Negative Declaration for District Wide Telephone System Installation,https://files.smartsites.parentsquare.com/6796/july06mins.pdf,2006-07-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,bond,Bond projects requiring architectural services.,"approve Burton, Behrendt, Smith (BBS) as architects for bond projects",https://files.smartsites.parentsquare.com/6796/feb08mins.pdf,2008-02-01,False
West Islip Union Free School District,NCES-3630690,,energy,3_funding,False,,EPC,Energy performance contract proposal accepted from Johnson Controls.,accept RFP from Johnson Controls for Energy Performance Contract.,https://files.smartsites.parentsquare.com/6796/aug06mins.pdf,2006-08-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,3_funding,False,,unknown,Inter-municipal agreement for natural gas service with Suffolk County.,authorize an inter-municipal agreement for natural gas with Suffolk County,https://files.smartsites.parentsquare.com/6796/august__2011_school_board_minutes.pdf,2011-08-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,3_funding,False,,unknown,"Renovate football field, track, bleachers and install artificial turf.","PAWS fund-raising project to renovate the high school football field, track and bleachers and install artificial turf.",https://files.smartsites.parentsquare.com/6796/dec05mins.pdf,2005-12-01,False
West Islip Union Free School District,NCES-3630690,Udall Road MS and High School,general_construction,3_funding,False,,capital reserve,Building project and capital improvement program at two schools.,"approve Negative Declaration – re: Building Project, Capital Improvement Program at Udall Road MS and High School",https://files.smartsites.parentsquare.com/6796/feb06mins.pdf,2006-02-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,3_funding,False,,unknown,Renovation of high school track.,"adopt a Negative Declaration resolution, pursuant to SEQRA, with regard to renovation at High School track",https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,,energy,3_funding,False,,EPC,Energy performance contract financing approved by board resolution.,approve resolution for financing of the energy performance contract,https://files.smartsites.parentsquare.com/6796/august_2010_school_board_minutes.pdf,2010-08-01,False
West Islip Union Free School District,NCES-3630690,District-wide,hvac_mechanical,3_funding,False,,operating budget,"Heating, ventilation and air conditioning service contract bid extension.","bid extensions: Heating, Ventilation and Air Conditioning Service Contract",https://files.smartsites.parentsquare.com/6796/may_2012_school_board_minutes.pdf,2012-05-01,False
West Islip Union Free School District,NCES-3630690,District-wide,roofing,3_funding,False,,operating budget,Roof repair service bid extension.,bid extensions: Roof Repairs and Electrical Repair and Services,https://files.smartsites.parentsquare.com/6796/may_2012_school_board_minutes.pdf,2012-05-01,False
West Islip Union Free School District,NCES-3630690,Higbie Lane,site_athletics,3_funding,False,,unknown,Community Pavilion fundraising approval.,approve fundraising for Community Pavilion – Higbie Lane,https://files.smartsites.parentsquare.com/6796/july_2010_school_board_minutes.pdf,2010-07-01,False
West Islip Union Free School District,NCES-3630690,District-wide,electrical_lighting,3_funding,False,,operating budget,Electrical repair and services bid extension.,bid extensions: Roof Repairs and Electrical Repair and Services,https://files.smartsites.parentsquare.com/6796/may_2012_school_board_minutes.pdf,2012-05-01,False
West Islip Union Free School District,NCES-3630690,District-wide,hvac_mechanical,3_funding,False,,operating budget,Boiler and breeching cleaning service bid extension.,bid extensions: Boiler and Breeching Cleaning,https://files.smartsites.parentsquare.com/6796/may_2012_school_board_minutes.pdf,2012-05-01,False
West Islip Union Free School District,NCES-3630690,District-wide,site_athletics,3_funding,False,,operating budget,Gates and chain link fencing bid extension.,bid extensions: Gates and Chain Link Fencing,https://files.smartsites.parentsquare.com/6796/may_2012_school_board_minutes.pdf,2012-05-01,False
West Islip Union Free School District,NCES-3630690,District (bathrooms and locker rooms),interiors,3_funding,False,,unknown,Bathroom and locker room renovations and athletic storage shed installation.,approve SEQRA Resolution regarding bathroom and locker room renovations and athletic storage shed installation,https://files.smartsites.parentsquare.com/6796/february_2011_school_board_minutes.pdf,2011-02-01,False
West Islip Union Free School District,NCES-3630690,District facilities (unspecified),interiors,3_funding,False,,unknown,Bathroom and locker room renovations and athletic storage shed installation.,approve SEQRA Resolution regarding bathroom and locker room renovations and athletic storage shed installation,https://files.smartsites.parentsquare.com/6796/february_2011_school_board_minutes.pdf,2011-02-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,3_funding,False,,operating budget,"Heating, ventilation and air conditioning service contract awarded","Heating, Ventilation and Air Conditioning Service Contract – awarded to Commercial",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,3_funding,False,,operating budget,Boiler maintenance service contract awarded,Boiler Maintenance – awarded to Bain Heating and Piping Corp.,https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,bond,Bond project oversight and advisory activities.,"Bond Project Advisory Committee Mr. Smith, Mr. Ulrich",https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,3_funding,False,,operating budget,Boiler and breeching cleaning service awarded,"Boiler and Breeching Cleaning – awarded to Thermotec Combustion, Inc.",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,roofing,3_funding,False,,operating budget,Roof repairs service contract awarded,"Roof Repairs – awarded to DNA Contracting, Inc.",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,3_funding,False,,operating budget,Gates and chain link fencing service contract awarded,Gates and Chain Link Fencing – awarded to Ideal Fence Corp.,https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,site_athletics,3_funding,False,,bond,Remove and replace the high jump at the athletic field.,approve proposal by The Landtek Group to remove and replace the High Jump at West Islip High School,https://files.smartsites.parentsquare.com/6796/august_2009_school_board_minutes.pdf,2009-08-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,site_athletics,3_funding,False,,bond,Remove and replace the high jump structure.,proposal by The Landtek Group to remove and replace the High Jump at West Islip High School,https://files.smartsites.parentsquare.com/6796/august_2009_school_board_minutes.pdf,2009-08-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,unknown,School Construction Consultants contract approved by Board.,Motion was made to approve School Construction Consultants contract.,https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes.pdf,2009-09-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,3_funding,False,,unknown,School Construction Consultants contract approved by board.,approve School Construction Consultants contract,https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes2.pdf,2009-10-01,False
West Islip Union Free School District,NCES-3630690,Udall Road MS and High School,general_construction,3_funding,False,,capital reserve,Building project and capital improvement program at Udall Road Middle School and High School.,"approve Negative Declaration – re: Building Project, Capital Improvement Program at Udall Road MS and High School",https://files.smartsites.parentsquare.com/6796/feb06mins.pdf,2006-02-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,3_funding,False,,unknown,Renovation of high school track with SEQRA environmental review completed.,"adopt a Negative Declaration resolution, pursuant to SEQRA, with regard to renovation at High School track.",https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,West Islip Library,general_construction,3_funding,False,,bond,"Library bond account warrant approved for payment, indicating bond-funded construction or renovation project.",approve West Islip Library Bond Account warrant #1,https://files.smartsites.parentsquare.com/6796/04julymins.pdf,2004-07-01,False
West Islip Union Free School District,NCES-3630690,Library,general_construction,3_funding,False,,bond,Library bond work funded through district bond refinancing savings.,A portion of these savings will go to the library for their bond work.,https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
West Islip Union Free School District,NCES-3630690,Beach and Bellew,abatement,3_funding,False,,unknown,Asbestos abatement at Beach and Bellew schools,"Motion was made Mr. Smith, seconded by Mrs. McAteer and carried when all board members present voted in favor to approve resolution regarding SEQRA (Beach and Bellew asbestos abatement).",https://files.smartsites.parentsquare.com/6796/oct03minutes.pdf,2003-10-01,False
West Islip Union Free School District,NCES-3630690,"High School, Udall Middle School, Beach Street Middle School, Masera School","interiors, general_construction",4_design,False,22700000,bond,"Locker room renovations at high school and two middle schools, plus renovations at Masera School","Architect plans as designed by Burton, Behrendt and Smith for locker room renovations and renovations at Masera School",https://files.smartsites.parentsquare.com/6796/november_2008_school_board_minutes.pdf,2008-11-01,False
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,general_construction,4_design,False,22700000,bond,"Construction manager services for $22,700,000 bond issue capital projects.","School Construction Consultants for construction manager services for the $22,700,000 Bond Issue capital projects.",https://files.smartsites.parentsquare.com/6796/november_2008_school_board_minutes.pdf,2008-11-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,71500,capital reserve,2012 Capital Improvements construction manager services.,"contract addendum with School Construction Consultants, 2012 Capital Improvements Construction Manager Services",https://files.smartsites.parentsquare.com/6796/february_2012_school_board_minutes.pdf,2012-02-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,,unknown,Architect contract amendments with BBS Architects.,BBS Architects Contract Amendments.,https://files.smartsites.parentsquare.com/6796/march_2009_school_board_minutes.pdf,2009-03-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,,unknown,Architect contract for unspecified project work,The following items were discussed: Architect's contract,https://files.smartsites.parentsquare.com/6796/august07mins.pdf,2007-08-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,,bond,Procurement of architect/engineer and construction manager for bond capital projects.,"Procurement of architect/engineer for bond issue capital projects, procurement of construction manager.",https://files.smartsites.parentsquare.com/6796/oct07mins.pdf,2007-10-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,,unknown,Contract amendments with BBS Architects for design or planning services.,BBS Architects Contract Amendments,https://files.smartsites.parentsquare.com/6796/march_2009_school_board_minutes.pdf,2009-03-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,,unknown,Architect amendments to BBS contract for design work,architect amendments to the BBS contract,https://files.smartsites.parentsquare.com/6796/april_2009_school_board_minutes.pdf,2009-04-01,False
West Islip Union Free School District,NCES-3630690,"West Islip High School, Udall Middle School, Beach Street Middle School, Masera School",interiors,4_design,False,,bond,"Locker room renovations at high school and middle schools, and renovations at Masera School.","Architect plans as designed by Burton, Behrendt and Smith, for the locker room renovations at the High School, Udall Middle School and Beach Street Middle School, and renovations at the Masera School.",https://files.smartsites.parentsquare.com/6796/november_2008_school_board_minutes.pdf,2008-11-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,4_design,False,,unknown,Negative Declaration approved pending written authorization from District Architect.,"approve Negative Declaration, pending written authorization from J. Grillo, District Architect.",https://files.smartsites.parentsquare.com/6796/april05minutes.pdf,2005-04-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,5_bid,False,,operating_budget,Electrical repair and services for the district.,TABLE approval of bid for Electrical Repair and Services.,https://files.smartsites.parentsquare.com/6796/sept07mins.pdf,2007-09-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,5_bid,False,,unknown,Bleachers bid rejected and re-advertised.,"Motion was made by Mrs. Heine, seconded by Mrs. Bieselin and carried when all board members present voted in favor to reject bid for bleachers, and to re-advertise.",https://files.smartsites.parentsquare.com/6796/oct07mins.pdf,2007-10-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,5_bid,False,,unknown,Electrical repair and services work under bid consideration.,TABLE approval of bid for Electrical Repair and Services.,https://files.smartsites.parentsquare.com/6796/sept07mins.pdf,2007-09-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,5_bid,False,,unknown,Gates and chain link fencing bid awarded to Ideal Fence Corp.,approve bids for Gates and Chain Link Fencing (Ideal Fence Corp.),https://files.smartsites.parentsquare.com/6796/dec05mins.pdf,2005-12-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,unknown,Boiler maintenance bid awarded to Bain Heating & Plumbing.,approve bids for Gates and Chain Link Fencing (Ideal Fence Corp.) and Boiler Maintenance (Bain Heating & Plumbing).,https://files.smartsites.parentsquare.com/6796/dec05mins.pdf,2005-12-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,5_bid,False,,unknown,General construction work for athletic storage buildings.,approve the following bid: General Construction – Athletic Storage Buildings,https://files.smartsites.parentsquare.com/6796/june_2012_school_board_minutes.pdf,2012-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,unknown,Maintenance service for pneumatic and DDC control systems.,Maintenance Service for Pneumatic and DDC Control Systems,https://files.smartsites.parentsquare.com/6796/june_2012_school_board_minutes.pdf,2012-06-01,False
West Islip Union Free School District,NCES-3630690,,life_safety_security,5_bid,False,,unknown,Maintenance service and monitoring for fire alarm and security systems.,Maintenance Service and Monitoring for Fire Alarm and Security Systems,https://files.smartsites.parentsquare.com/6796/june_2012_school_board_minutes.pdf,2012-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,unknown,Boiler breeching repair work.,Boiler Breeching Repair Work,https://files.smartsites.parentsquare.com/6796/june_2012_school_board_minutes.pdf,2012-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,unknown,Boiler maintenance service.,approve the following bid extensions: Boiler Maintenance,https://files.smartsites.parentsquare.com/6796/june_2012_school_board_minutes.pdf,2012-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,operating budget,"Heating, ventilation and air conditioning service contract awarded.","Heating, Ventilation and Air Conditioning Service Contract – awarded to Commercial Instrumentation Services",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,operating budget,Boiler maintenance service contract awarded.,Boiler Maintenance – awarded to Bain Heating and Piping Corp.,https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,operating budget,Boiler and breeching cleaning service contract awarded.,"Boiler and Breeching Cleaning – awarded to Thermotec Combustion, Inc.",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,roofing,5_bid,False,,operating budget,Roof repair services contract awarded.,"Roof Repairs – awarded to DNA Contracting, Inc.",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,5_bid,False,,operating budget,Gates and chain link fencing contract awarded.,Gates and Chain Link Fencing – awarded to Ideal Fence Corp.,https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,5_bid,False,,operating budget,Electrical repair and services work across district facilities.,"Motion was made by George Smith, seconded by Annmarie LaRosa, and carried when all board members present voted in favor to approve the electrical repair and services bid.",https://files.smartsites.parentsquare.com/6796/september__2011_school_board_minutes.pdf,2011-09-01,False
West Islip Union Free School District,NCES-3630690,Boulevard property,general_construction,5_bid,False,,unknown,Property transaction for Boulevard property requiring deed completion.,authorize Board President to sign deed and any other such documents that are needed to complete the transaction for Boulevard property.,https://files.smartsites.parentsquare.com/6796/may06.pdf,2006-05-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,5_bid,False,,bond,Storage buildings for bond project.,"Motion was made by Scott Brady, seconded by Ron Maginniss, and carried when all board members present voted in favor to table a bid for storage buildings – bond project.",https://files.smartsites.parentsquare.com/6796/may_2012_school_board_minutes.pdf,2012-05-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,5_bid,False,,unknown,Electrical Repair and Services bid rejected; re-advertisement ordered with specification modifications.,Bid # 1135 Electrical Repair and Services reject all bids with regard and re-advertise,https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,5_bid,False,,unknown,School Construction Consultants contract approved by Board.,approve School Construction Consultants contract,https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes2.pdf,2009-10-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,5_bid,False,,unknown,Gates and chain link fencing bid awarded to Ideal Fence Corp at hourly rate.,approve bid for Gates and Chain Link Fencing. Bid was awarded to Ideal Fence Corp for hourly rate of $65.00.,https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,5_bid,False,,unknown,Boiler maintenance service contract awarded to Bain Heating & Piping Corp.,approve bid for Boiler Maintenance. Bid was awarded to Bain Heating & Piping Corp for hourly rate/mechanic @ $72 and hourly rate/helper @ $35.,https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,1811751,unknown,Site work awarded to contractor in two packages.,"Site Work – S-1 awarded to Watral Brothers, Inc. for $708,453.00; S-2 awarded to Watral Brothers, Inc. for $1,103,298.00",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,1811751,unknown,Site work awarded to contractor in two separate bid packages.,"Site Work – S-1 awarded to Watral Brothers, Inc. for $708,453.00; S-2 awarded to Watral Brothers, Inc. for $1,103,298.00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,1331000,unknown,Boiler replacements awarded to contractor.,"Boiler Replacements – H-4 awarded to Walsh Mechanical Contractors, Inc. for $1,331,000.00",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,1331000,unknown,Boiler replacements awarded to contractor.,"Boiler Replacements – H-4 awarded to Walsh Mechanical Contractors, Inc. for $1,331,000.00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,6_award,False,1223333,unknown,General construction work awarded to contractor.,"General Construction – GC-1 awarded to SMC Construction Corporation for $1,223,333,00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,6_award,False,1223333,unknown,General construction work awarded to contractor.,"General Construction – GC-1 awarded to SMC Construction Corporation for $1,223,333,00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,6_award,False,682368.85,bond,"Bond payment to J.D. Posillico, Inc. for construction services.","approve bond payment for $682,368.85 to J.D. Posillico, Inc., as recommended by the Finance Committee.",https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,"general_construction, interiors",6_award,False,539000,unknown,Pool locker rooms renovation and reconstruction.,"bid award – General Construction: West Islip High School Pool Locker Rooms – WEB Construction Corp. - $539,000",https://files.smartsites.parentsquare.com/6796/march_2012_school_board_minutes.pdf,2012-03-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,general_construction,6_award,False,539000,unknown,Pool locker rooms renovation project.,"bid award – General Construction: West Islip High School Pool Locker Rooms – WEB Construction Corp. - $539,000",https://files.smartsites.parentsquare.com/6796/march_2012_school_board_minutes.pdf,2012-03-01,False
West Islip Union Free School District,NCES-3630690,Captree,hvac_mechanical,6_award,False,400000,unknown,Boiler replacement at Captree building awarded to mechanical contractor.,"Boiler Replacement (Captree). Bid was awarded to Walsh Mechanical Contractors, Inc., $400,000.",https://files.smartsites.parentsquare.com/6796/feb07mins.pdf,2007-02-01,False
West Islip Union Free School District,NCES-3630690,Captree,hvac_mechanical,6_award,False,400000,unknown,Boiler replacement at Captree building.,"Bid for Boiler Replacement (Captree). Bid was awarded to Walsh Mechanical Contractors, Inc., $400,000.",https://files.smartsites.parentsquare.com/6796/feb07mins.pdf,2007-02-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,6_award,False,318800,unknown,Electrical work awarded to contractor.,"Electrical – EC-1 awarded to ASR Electrical Contracting, Inc. for $318,800.00",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,6_award,False,318800,unknown,Electrical work awarded to contractor.,"Electrical – EC-1 awarded to ASR Electrical Contracting, Inc. for $318,800.00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,289836,unknown,Tennis court construction or reconstruction awarded to contractor.,"Bid for Tennis Court. Bid was awarded to Araz Industries, $289,836.",https://files.smartsites.parentsquare.com/6796/feb07mins.pdf,2007-02-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,289836,unknown,Tennis court construction or renovation awarded to contractor.,"Bid for Tennis Court. Bid was awarded to Araz Industries, $289,836.",https://files.smartsites.parentsquare.com/6796/feb07mins.pdf,2007-02-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,245500,unknown,Asphalt pavement reconstruction project awarded to contractor.,"bid for Asphalt Pavement Reconstruction. Bid was awarded to Laser Industries for $245,500",https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
