body_id,name,segment,county,schools,enrollment,website,coverage_level,blocker_code,platform,board_page_url,own_site_doc_links,expected_meetings_per_year,docs_count,last_checked,last_success,manual_notes,is_dependent
COG-201132,KEY LARGO WASTEWATER TREATMENT DISTRICT,FL Special District - 80 - SEWERAGE,MONROE,,,http://www.klwtd.com,0,,,,,,,,,Census 2022 Special District - 80 - SEWERAGE,False
COG-201560,FLORIDA KEYS AQUEDUCT AUTHORITY,FL Special District - 98 - SEWERAGE AND WATER SUPPLY,MONROE,,,http://www.fkaa.com/,0,,,,,,,,,Census 2022 Special District - 98 - SEWERAGE AND WATER SUPPLY,False
COG-206236,KEY WEST CITY UTILITY BOARD,FL Special District - 92 - ELECTRIC POWER UTILITY,MONROE,,,http://www.keysenergy.com,0,,,,,,,,,Census 2022 Special District - 92 - ELECTRIC POWER UTILITY,False
COG-216815,KEY LARGO FIRE RESCUE AND EMERGENCY MEDICAL SERVICES DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,MONROE,,,http://www.klfrems.net/,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-144603,FERNANDINA BEACH HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-192459,NASSAU SOIL AND WATER CONSERVATION DISTRICT,FL Special District - 88 - SOIL AND WATER CONSERVATION,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 88 - SOIL AND WATER CONSERVATION,False
COG-204197,AMELIA ISLAND MOSQUITO CONTROL DISTRICT,FL Special District - 32 - HEALTH,NASSAU,,,http://www.ameliaislandmosquitocontrol.org/,0,,,,,,,,,Census 2022 Special District - 32 - HEALTH,False
COG-214542,AMELIA NATIONAL COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-215226,OCEAN HIGHWAY AND PORT AUTHORITY,CT Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,NASSAU,,,http://www.parteffernandina.org,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-217778,AMELIA WALK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-217818,HERON ISLES COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-217867,RIVER GLEN COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-219601,AMELIA CONCOURSE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-248389,EAST NASSAU STEWARDSHIP DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-248912,THREE RIVERS COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-250399,LIBERTY COVE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,NASSAU,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-102069,OKALOOSA GAS DISTRICT,FL Special District - 93 - GAS SUPPLY UTILITY,OKALOOSA,,,http://www.okaloosagas.com/index.cfm,0,,,,,,,,,Census 2022 Special District - 93 - GAS SUPPLY UTILITY,False
COG-102070,OKALOOSA ISLAND FIRE CONTROL DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-102071,FORT WALTON BEACH HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,OKALOOSA,,,http://www.fwbha.com,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-124350,YELLOW RIVER SOIL CONSERVATION DISTRICT,FL Special District - 88 - SOIL AND WATER CONSERVATION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 88 - SOIL AND WATER CONSERVATION,False
COG-137774,NORTH BAY FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,http://www.northbayfd.org,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-144606,EAST NICEVILLE FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,http://www.enfd.net,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-144607,CRESTVIEW HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,OKALOOSA,,,http://www.chafl.com,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-144608,NICEVILLE HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-196938,ALMARANTE FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-196940,HOLT FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-196942,BLACKMAN FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-196945,NORTH OKALOOSA COUNTY FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-196948,DORCAS FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-204198,DESTIN FIRE CONTROL DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,http://www.destinfire.com,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-206237,FLOROSA FIRE CONTROL DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-206238,WALTON-OKALOOSA-SANTA ROSA REGIONAL UTILITY AUTHORITY,FL Special District - 91 - WATER SUPPLY UTILITY,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 91 - WATER SUPPLY UTILITY,False
COG-206239,OCEAN CITY-WRIGHT FIRE CONTROL DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-215028,BAKER FIRE DISTRICT,FL Special District - 24 - LOCAL FIRE PROTECTION,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 24 - LOCAL FIRE PROTECTION,False
COG-216949,OKALOOSA AND WALTON COUNTIES WORKFORCE DEVELOPMENT BOARD,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OKALOOSA,,,http://www.jobsplusonestop.com,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-236019,FREEDOM WALK COMMUNITY DEVELOPMENT DIST,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-236020,HARMONY VILLAGE COMMUNITY DEVELOPMENT DIST,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-236021,RIVERPARK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OKALOOSA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-144609,OKEECHOBEE SOIL AND WATER CONSERVATION DISTRICT,FL Special District - 88 - SOIL AND WATER CONSERVATION,OKEECHOBEE,,,http://www.okeechobeeswcd.com,0,,,,,,,,,Census 2022 Special District - 88 - SOIL AND WATER CONSERVATION,False
COG-144610,OKEECHOBEE COUNTY CHILDRENS SERVICES COUNCIL,FL Special District - 79 - OTHER PUBLIC WELFARE,OKEECHOBEE,,,,0,,,,,,,,,Census 2022 Special District - 79 - OTHER PUBLIC WELFARE,False
COG-144611,OKEECHOBEE UTILITY AUTHORITY,FL Special District - 98 - SEWERAGE AND WATER SUPPLY,OKEECHOBEE,,,http://www.ouafl.com,0,,,,,,,,,Census 2022 Special District - 98 - SEWERAGE AND WATER SUPPLY,False
COG-191998,COQUINA WATER MANAGEMENT DISTRICT,FL Special District - 63 - FLOOD CONTROL,OKEECHOBEE,,,,0,,,,,,,,,Census 2022 Special District - 63 - FLOOD CONTROL,False
COG-219629,GROVE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OKEECHOBEE,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-236022,GROVE COMMUNITY DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OKEECHOBEE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-102072,RANGER DRAINAGE DISTRICT,FL Special District - 51 - DRAINAGE,ORANGE,,,http://www.rangerdrainagedistrict.com,0,,,,,,,,,Census 2022 Special District - 51 - DRAINAGE,False
COG-124353,ORLANDO CITY HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,ORANGE,,,http://www.orloha.org,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-124354,GREATER ORLANDO AVIATION AUTHORITY,FL Special District - 01 - AIR TRANSPORTATION,ORANGE,,,http://www.orlandoairports.net,0,,,,,,,,,Census 2022 Special District - 01 - AIR TRANSPORTATION,False
COG-144613,CENTRAL FLORIDA REGIONAL TRANSPORTATION AUTHORITY,FL Special District - 94 - PUBLIC MASS TRANSIT UTILITY,ORANGE,,,http://www.golynx.com/,0,,,,,,,,,Census 2022 Special District - 94 - PUBLIC MASS TRANSIT UTILITY,False
COG-144614,ORLANDO UTILITIES COMMISSION,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,http://www.ouc.com/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-144616,SOUTH SEMINOLE-NORTH ORANGE CO WASTEWATER TRANSMISSION AUTH,FL Special District - 80 - SEWERAGE,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 80 - SEWERAGE,False
COG-144617,VALENCIA WATER CONTROL DISTRICT,FL Special District - 63 - FLOOD CONTROL,ORANGE,,,http://www.orangecountyfl.net/yourlocalgovernment/ataglancecitiescountiesetc/tabid/237/default.aspx,0,,,,,,,,,Census 2022 Special District - 63 - FLOOD CONTROL,False
COG-144618,WINTER PARK HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-184780,ORANGE SOIL AND WATER CONSERVATION DISTRICT,FL Special District - 88 - SOIL AND WATER CONSERVATION,ORANGE,,,www.orangeswcd.com,0,,,,,,,,,Census 2022 Special District - 88 - SOIL AND WATER CONSERVATION,False
COG-189827,LAKE APOPKA NATURAL GAS DISTRICT,FL Special District - 93 - GAS SUPPLY UTILITY,ORANGE,,,http://www.langd.org,0,,,,,,,,,Census 2022 Special District - 93 - GAS SUPPLY UTILITY,False
COG-196827,BONNET CREEK RESORT COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-196840,FALCON TRACE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-196865,VISTA LAKES COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,http://www.vistalakescdd.org/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-196880,STONEYBROOK WEST COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,http://www.mystoneybrookwest.com/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-196885,URBAN ORLANDO COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-204199,ORANGE COUNTY HOUSING FINANCE AUTHORITY,FL Special District - 42 - MORTGAGE CREDIT,ORANGE,,,http://www.ochfa.com/,0,,,,,,,,,Census 2022 Special District - 42 - MORTGAGE CREDIT,False
COG-213955,BOGGY CREEK IMPROVEMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-213956,EAST PARK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-213957,GREENE WAY IMPROVEMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-213958,NARCOOSSEE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-213969,MYRTLE CREEK IMPROVEMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-216756,REEDY CREEK IMPROVEMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,http://www.rcid.org,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-216958,WORKFORCE CENTRAL FLORIDA,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-217911,WINTER GARDEN VILLAGE AT FOWLER GROVE COMMUNITY DEVELOPMENT DIST,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-219669,RANDAL PARK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-247441,STOREY PARK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,http://www.storeyparkcdd.com,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-248386,DOWDEN WEST COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,www.dowdenwestcdd.com,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-248390,GROVE RESORT COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,groveresortcdd.com,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-248492,GULF CONSORTIUM,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,www.gulfconsortium.org,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-248732,ORANGE COUNTY RESEARCH AND DEVELOPMENT AUTHORITY,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-248913,FRERC COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,http://www.frerccdd.net/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-248914,POITRAS EAST COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-249728,GRANDE PINES COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,HTTP://GRANDEPINESCDD.COM/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-249761,WESTWOOD/OCC COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,HTTP://WWW.WESTWOODOCCCDD.COM/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-250400,MIDTOWN IMPROVEMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-250854,RIDGE AT APOPKA COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,HTTPS://RIDGEATAPOPKACDD.NET/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-251263,KELLY PARK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-251418,STOREY DRIVE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,ORANGE,,,HTTPS://STOREYDRIVECDD.COM/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-124355,ENTERPRISE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.enterprisecdd.org/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-137777,CELEBRATION COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.celebrationcdd.org/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-137778,REMINGTON COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-144619,OSCEOLA SOIL AND WATER CONSERVATION DISTRICT,FL Special District - 88 - SOIL AND WATER CONSERVATION,OSCEOLA,,,http://www.osceola.org,0,,,,,,,,,Census 2022 Special District - 88 - SOIL AND WATER CONSERVATION,False
COG-144620,OVEROAKS COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,HTTP://WWW.LSEBLAW.COM/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-144621,OSCEOLA COUNTY HOUSING FINANCE AUTHORITY,FL Special District - 42 - MORTGAGE CREDIT,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 42 - MORTGAGE CREDIT,False
COG-195396,CHAMPIONS GATE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-195397,XENTURY CITY COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-195398,BRIGHTON LAKES COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.brightonlakescdd.org/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-195400,HARMONY COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.harmonycdd.org/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-196886,VILLASOL COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.villasolcdd.org/,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-214056,REUNION EAST COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-214057,REUNION WEST COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-214070,TOHOPEKALIGA WATER AUTHORITY,FL Special District - 98 - SEWERAGE AND WATER SUPPLY,OSCEOLA,,,http://www.tohowater.com,0,,,,,,,,,Census 2022 Special District - 98 - SEWERAGE AND WATER SUPPLY,False
COG-214543,ANTHEM PARK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-214544,CONCORDE ESTATES COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-214545,STEVENS PLANTATION COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.stevensplantation.org/index.html,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-217174,OSCEOLA COUNTY HOUSING AUTHORITY,FL Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 50 - HOUSING AND COMMUNITY DEVELOPMENT,False
COG-217811,GRAMERCY FARMS COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-217872,SHINGLE CREEK COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-217909,WESTSIDE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-219668,PORTOFINO VISTA COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-219678,STONEYBROOK SOUTH COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 89 - OTHER SINGLE FUNCTION DISTRICTS,False
COG-247442,LIVE OAK LAKE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.liveoaklakecdd.org,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-247443,MAGIC PLACE COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-247444,ROLLING OAKS COMMUNITY DEVELOPMENT DISTRICT,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,http://www.RollingOaksCDD.com,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
COG-247445,SUNBRIDGE COMMUNITY DEVELOPMENT DISTRICT 1,FL Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,OSCEOLA,,,,0,,,,,,,,,Census 2022 Special District - 99 - OTHER MULTI-FUNCTION DISTRICTS,False
