body_id,name,segment,county,schools,enrollment,website,coverage_level,blocker_code,platform,board_page_url,own_site_doc_links,expected_meetings_per_year,docs_count,last_checked,last_success,manual_notes
NCES-3600165,Leaders In Our Neighborhood Charter School,NYC charter school boards,Bronx,1,980,http://www.hydebronxny.org,1,,,,,,0,2026-09-20,,
NCES-3600166,Achievement First-Bushwick Charter School,NYC charter school boards,Brooklyn,1,938,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3600167,New Heights Academy Charter School,NYC charter school boards,Manhattan,1,731,http://www.newheightsacademy.org,1,,,,,,0,2026-09-20,,
NCES-3600169,Success Academy Charter School-Harlem 1,NYC charter school boards,Manhattan,1,1574,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600170,Achievement First Endeavor Charter School,NYC charter school boards,Brooklyn,1,738,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3600172,Leadership Preparatory Bedford Stuyvesant Charter School,NYC charter school boards,Brooklyn,1,1186,http://leadershipprepbedstuy.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3600943,Icahn Charter School 2,NYC charter school boards,Bronx,1,331,http://www.icahncharterschool2.org,1,,,,,,0,2026-09-20,,
NCES-3600944,Kings Collegiate Charter School,NYC charter school boards,Brooklyn,1,1215,http://www.kingscollegiate.org,1,,,,,,0,2026-09-20,,
NCES-3600948,Northside Charter High School,NYC charter school boards,Brooklyn,1,401,http://www.northsidechs.org,1,,,,,,0,2026-09-20,,
NCES-3600949,Pave Academy Charter School,NYC charter school boards,Brooklyn,1,473,http://www.paveschools.org,1,,,,,,0,2026-09-20,,
NCES-3600952,Equity Project Charter School (The),NYC charter school boards,Manhattan,1,1066,http://www.tepcharter.org,1,,,,,,0,2026-09-20,,
NCES-3600953,Success Academy Charter School-Harlem 4,NYC charter school boards,Manhattan,1,254,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600954,Success Academy Charter School-Harlem 2,NYC charter school boards,Manhattan,1,337,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600955,Icahn Charter School 3,NYC charter school boards,Bronx,1,330,http://www.icahncharterschool3.org,1,,,,,,0,2026-09-20,,
NCES-3600956,Bronx Academy Of Promise Charter School,NYC charter school boards,Bronx,1,549,http://www.bronxacademyofpromise.com,1,,,,,,0,2026-09-20,,
NCES-3600957,Voice Charter School Of New York,NYC charter school boards,Queens,1,751,http://www.voicecharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3600958,St. Hope Leadership Academy Charter School,NYC charter school boards,Manhattan,1,227,http://www.sthopeleadershipacademy.org,1,,,,,,0,2026-09-20,,
NCES-3600959,Nyc Charter Hs - Aeci,NYC charter school boards,Bronx,1,429,http://www.aecicharterhs.org,1,,,,,,0,2026-09-20,,
NCES-3600960,Mott Haven Academy Charter School,NYC charter school boards,Bronx,1,452,http://www.havenacademy.org,1,,,,,,0,2026-09-20,,
NCES-3600961,La Cima Charter School,NYC charter school boards,Brooklyn,1,199,http://www.lacimacharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3600962,Success Academy Charter School-Harlem 3,NYC charter school boards,Manhattan,1,693,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3600963,University Prep Charter High School,NYC charter school boards,Bronx,1,433,http://www.upchs.org,1,,,,,,0,2026-09-20,,
NCES-3600964,Dream Charter School,NYC charter school boards,Manhattan,1,929,http://www.wearedream.org,1,,,,,,0,2026-09-20,,
NCES-3600965,Bedford Stuyvesant Collegiate Charter School,NYC charter school boards,Brooklyn,1,342,http://www.bedstuycollegiate.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3600966,Brooklyn Ascend Charter School,NYC charter school boards,Brooklyn,1,1376,http://www.ascendlearning.org,1,,,,,,0,2026-09-20,,
NCES-3600967,Bglig-Shirley Rodriguez-Remeneski Cs,NYC charter school boards,Bronx,1,341,http://www.bgligschool.org,1,,,,,,0,2026-09-20,,
NCES-3600968,Bronx Community Charter School,NYC charter school boards,Bronx,1,459,http://www.bronxcommunity.org,1,,,,,,0,2026-09-20,,
NCES-3600969,Achievement First Brownsville Charter School,NYC charter school boards,Brooklyn,1,1057,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3600984,Brownsville Collegiate  Charter School,NYC charter school boards,Brooklyn,1,117,http://www.brownsvillecollegiate.org,1,,,,,,0,2026-09-20,,
NCES-3600986,Girls Preparatory Charter School Of The Bronx,NYC charter school boards,Bronx,1,691,http://www.publicprep.org,1,,,,,,0,2026-09-20,,
NCES-3600987,Growing Up Green Charter School,NYC charter school boards,Queens,1,723,http://www.gugcs.org,1,,,,,,0,2026-09-20,,
NCES-3600989,Brooklyn Scholars Charter School,NYC charter school boards,Brooklyn,1,717,http://www.brooklynscholarscharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3600993,Leadership Preparatory Ocean Hill Charter School,NYC charter school boards,Brooklyn,1,1202,http://leadershipprepoceanhill.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3600994,Explore Empower Charter School,NYC charter school boards,Brooklyn,1,430,http://www.explorenetwork.org,1,,,,,,0,2026-09-20,,
NCES-3600995,Icahn Charter School 4,NYC charter school boards,Bronx,1,348,http://www.icahncharterschool4.org,1,,,,,,0,2026-09-20,,
NCES-3600996,John W Lavelle Preparatory Charter School,NYC charter school boards,Staten Island,1,858,http://www.lavelleprep.org,1,,,,,,0,2026-09-20,,
NCES-3600998,Summit Academy Charter School,NYC charter school boards,Brooklyn,1,203,http://www.sacsny.org,1,,,,,,0,2026-09-20,,
NCES-3601000,Excellence Girls Charter School,NYC charter school boards,Brooklyn,1,1050,http://uncommonschools.org/usi/network/excellence.html,1,,,,,,0,2026-09-20,,
NCES-3601001,Academic Leadership Charter School,NYC charter school boards,Bronx,1,455,http://www.alcsbronx.org,1,,,,,,0,2026-09-20,,
NCES-3601002,Brownsville Ascend Charter School,NYC charter school boards,Brooklyn,1,871,http://www.ascendlearning.org,1,,,,,,0,2026-09-20,,
NCES-3601003,Hebrew Language Academy Charter School,NYC charter school boards,Brooklyn,1,610,http://www.hlacharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601004,Coney Island Preparatory Public Charter School,NYC charter school boards,Brooklyn,1,1253,http://www.coneyislandprep.org,1,,,,,,0,2026-09-20,,
NCES-3601005,Equality Charter School,NYC charter school boards,Bronx,1,615,http://www.equalitycharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601009,Success Academy Charter School-Harlem 5,NYC charter school boards,Manhattan,1,869,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601010,Democracy Prep Harlem Charter School,NYC charter school boards,Manhattan,1,1017,http://www.democracyprep.org,1,,,,,,0,2026-09-20,,
NCES-3601011,Success Academy Charter School-Bronx 1,NYC charter school boards,Bronx,1,342,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601012,Success Academy Charter School-Bronx 2,NYC charter school boards,Bronx,1,934,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601014,Cultural Arts Academy Charter School At Spring Creek,NYC charter school boards,Brooklyn,1,208,http://www.culturalartsacademy.org,1,,,,,,0,2026-09-20,,
NCES-3601015,Brooklyn Dreams Charter School,NYC charter school boards,Brooklyn,1,616,http://www.brooklyndreamscharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601016,Leadership Preparatory Brownsville Charter School,NYC charter school boards,Brooklyn,1,651,http://leadershipprepbrownsville.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3601017,Bushwick Ascend Charter School,NYC charter school boards,Brooklyn,1,799,http://www.ascendlearning.org,1,,,,,,0,2026-09-20,,
NCES-3601018,Challenge Preparatory Charter School,NYC charter school boards,Queens,1,1134,http://www.challengeprepcharter.org,1,,,,,,0,2026-09-20,,
NCES-3601019,New World Preparatory Charter School,NYC charter school boards,Staten Island,1,740,http://www.newworldcharter.org,1,,,,,,0,2026-09-20,,
NCES-3601023,New York French-American Charter School,NYC charter school boards,Manhattan,1,275,http://www.nyfacs.net,1,,,,,,0,2026-09-20,,
NCES-3601024,Inwood Academy For Leadership Charter School,NYC charter school boards,Manhattan,1,954,http://www.inwoodacademy.org,1,,,,,,0,2026-09-20,,
NCES-3601025,Nuasin Next Generation Charter School,NYC charter school boards,Bronx,1,674,http://nngcs.org/,1,,,,,,0,2026-09-20,,
NCES-3601027,Dr Richard Izquierdo Health And Science Charter School,NYC charter school boards,Bronx,1,708,http://www.healthscienceschool.org,1,,,,,,0,2026-09-20,,
NCES-3601028,Achievement First Apollo Charter School,NYC charter school boards,Brooklyn,1,912,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3601029,Bedford Stuyvesant New Beginnings Charter School,NYC charter school boards,Brooklyn,1,730,http://www.bsnbcs.org,1,,,,,,0,2026-09-20,,
NCES-3601030,Hyde Leadership Charter School - Brooklyn,NYC charter school boards,Brooklyn,1,476,http://www.hydebrooklyn.org,1,,,,,,0,2026-09-20,,
NCES-3601031,Imagine Me Leadership Charter School,NYC charter school boards,Brooklyn,1,195,http://www.imlcs.org,1,,,,,,0,2026-09-20,,
NCES-3601032,Ocean Hill Collegiate Charter School,NYC charter school boards,Brooklyn,1,411,http://www.oceanhillcollegiate.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3601033,Brooklyn East Collegiate Charter School,NYC charter school boards,Brooklyn,1,66,http://www.brooklyneastcollegiate.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3601034,Rochdale Early Advantage Charter School,NYC charter school boards,Queens,1,418,http://www.reacschool.com,1,,,,,,0,2026-09-20,,
NCES-3601035,Riverton Street Charter School,NYC charter school boards,Queens,1,1065,http://www.rivertonstreetcharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601036,Innovation Charter High School,NYC charter school boards,Manhattan,1,415,http://www.innovationhighschool.org,1,,,,,,0,2026-09-20,,
NCES-3601039,Success Academy Charter School-Upper West,NYC charter school boards,Manhattan,1,943,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601041,New Visions Charter High School For The Humanities,NYC charter school boards,Bronx,1,479,http://www.newvisions.org/humanities,1,,,,,,0,2026-09-20,,
NCES-3601042,East Harlem Scholars Academy Charter School,NYC charter school boards,Manhattan,1,846,http://www.eastharlemscholars.org,1,,,,,,0,2026-09-20,,
NCES-3601043,Broome Street Academy Charter High School,NYC charter school boards,Manhattan,1,270,http://www.broomestreetacademy.org,1,,,,,,0,2026-09-20,,
NCES-3601044,Choice Charter School,NYC charter school boards,Bronx,1,235,http://www.nycmcs.org,1,,,,,,0,2026-09-20,,
NCES-3601047,New Visions Charter Hs-Adv Math/Scie,NYC charter school boards,Bronx,1,460,http://www.newvisions.org/charter/ams,1,,,,,,0,2026-09-20,,
NCES-3601048,Ember Charter School,NYC charter school boards,Brooklyn,1,423,http://www.embercs.org/,1,,,,,,0,2026-09-20,,
NCES-3601049,Icahn Charter School 5,NYC charter school boards,Bronx,1,344,http://www.icahncharterschool5.org,1,,,,,,0,2026-09-20,,
NCES-3601052,Explore Excel Charter School,NYC charter school boards,Brooklyn,1,536,http://www.explorenetwork.org,1,,,,,,0,2026-09-20,,
NCES-3601053,Academy Of The City Charter School,NYC charter school boards,Queens,1,716,http://www.academyofthecity.org,1,,,,,,0,2026-09-20,,
NCES-3601054,Success Academy Charter School - Bed Stuy 1,NYC charter school boards,Brooklyn,1,482,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601056,Central Queens Academy Charter School,NYC charter school boards,Queens,1,709,http://www.centralqueensacademy.org,1,,,,,,0,2026-09-20,,
NCES-3601057,New Visions Aim Charter High School I,NYC charter school boards,Brooklyn,1,154,http://www.newvisions.org,1,,,,,,0,2026-09-20,,
NCES-3601058,Explore Exceed Charter School,NYC charter school boards,Brooklyn,1,429,http://www.explorenetwork.org,1,,,,,,0,2026-09-20,,
NCES-3601059,Launch Expeditionary Learning Charter School,NYC charter school boards,Brooklyn,1,261,http://www.launchschool.net,1,,,,,,0,2026-09-20,,
NCES-3601060,Success Academy Charter School-Cobble Hill,NYC charter school boards,Brooklyn,1,401,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601061,New Dawn Charter High School,NYC charter school boards,Brooklyn,1,233,http://www.ndchsbrooklyn.org,1,,,,,,0,2026-09-20,,
NCES-3601062,Success Academy Charter School-Williamsburg,NYC charter school boards,Brooklyn,1,359,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601063,Success Academy Charter School-Bed Stuy 2,NYC charter school boards,Brooklyn,1,478,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601064,Beginning With Children Charter School Ii,NYC charter school boards,Brooklyn,1,597,http://www.bwccs2.org,1,,,,,,0,2026-09-20,,
NCES-3601065,Urban Dove Team Charter School,NYC charter school boards,Brooklyn,1,210,http://www.urbandove.org,1,,,,,,0,2026-09-20,,
NCES-3601066,Children'S Aid College Preparatory Charter School,NYC charter school boards,Bronx,1,570,http://www.childrensaidcollegeprep.org,1,,,,,,0,2026-09-20,,
NCES-3601067,New Visions Aim Charter High School Ii,NYC charter school boards,Bronx,1,200,http://www.newvisions.org/aim2,1,,,,,,0,2026-09-20,,
NCES-3601069,Icahn Charter School 6,NYC charter school boards,Bronx,1,316,http://www.icahncharterschool6.org,1,,,,,,0,2026-09-20,,
NCES-3601070,Family Life Academy Charter School Ii,NYC charter school boards,Bronx,1,800,http://www.flacsnyc.com,1,,,,,,0,2026-09-20,,
NCES-3601071,Mott Hall Charter School,NYC charter school boards,Bronx,1,228,http://www.motthallcs.org,1,,,,,,0,2026-09-20,,
NCES-3601072,New Visions Chtr Hs-Adv Ma/Sci Ii,NYC charter school boards,Bronx,1,497,http://www.newvisions.org/ams2,1,,,,,,0,2026-09-20,,
NCES-3601073,New Visions Charter High School For The Humanities Ii,NYC charter school boards,Bronx,1,395,http://www.newvisions.org/charter/hum,1,,,,,,0,2026-09-20,,
NCES-3601075,Kipp Nyc Washington Heights Academy Charter School,NYC charter school boards,Manhattan,1,789,http://www.kippwashingtonheights.org,1,,,,,,0,2026-09-20,,
NCES-3601076,Global Community Charter School,NYC charter school boards,Manhattan,1,511,http://www.globalcommunitycs.org,1,,,,,,0,2026-09-20,,
NCES-3601077,Neighborhood Charter School Of Harlem,NYC charter school boards,Manhattan,1,624,http://ncschools.org,1,,,,,,0,2026-09-20,,
NCES-3601078,Democracy Prep Endurance Charter School,NYC charter school boards,Manhattan,1,653,http://www.democracyprep.org,1,,,,,,0,2026-09-20,,
NCES-3601079,Manhattan Charter School Ii,NYC charter school boards,Manhattan,1,99,http://www.manhattancharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601082,Middle Village Preparatory Charter School,NYC charter school boards,Queens,1,407,http://www.middlevillageprep.org,1,,,,,,0,2026-09-20,,
NCES-3601083,Success Academy Charter School-Union Square,NYC charter school boards,Manhattan,1,993,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601085,Great Oaks Charter School,NYC charter school boards,Manhattan,1,293,http://greatoaksnyc.org/,1,,,,,,0,2026-09-20,,
NCES-3601086,Success Academy Charter School-Fort Greene,NYC charter school boards,Brooklyn,1,180,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601088,New Visions Chtr Hs-Adv Ma/Sci Iii,NYC charter school boards,Brooklyn,1,407,http://www.newvisions.org/charter/ams,1,,,,,,0,2026-09-20,,
NCES-3601089,Success Academy Charter School-Prospect Heights,NYC charter school boards,Brooklyn,1,275,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601090,East Harlem Scholars Academy Charter School Ii,NYC charter school boards,Manhattan,1,398,http://www.eastharlemscholars.org,1,,,,,,0,2026-09-20,,
NCES-3601091,Icahn Charter School 7,NYC charter school boards,Bronx,1,330,http://www.icahncharterschool7.org,1,,,,,,0,2026-09-20,,
NCES-3601092,New American Academy Charter School (The),NYC charter school boards,Brooklyn,1,258,http://www.tnaacs.org,1,,,,,,0,2026-09-20,,
NCES-3601093,Math Engineering And Science Academy Charter High School,NYC charter school boards,Brooklyn,1,515,http://www.mesacharter.org,1,,,,,,0,2026-09-20,,
NCES-3601094,Unity Preparatory Charter School Of Brooklyn,NYC charter school boards,Brooklyn,1,558,http://www.unityprep.org,1,,,,,,0,2026-09-20,,
NCES-3601095,Success Academy Charter School-Crown Heights,NYC charter school boards,Brooklyn,1,787,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601096,Success Academy Charter School-Bronx 3,NYC charter school boards,Bronx,1,1316,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601097,Harlem Hebrew Language Academy Charter School,NYC charter school boards,Manhattan,1,410,http://www.harlemhebrewcharter.org,1,,,,,,0,2026-09-20,,
NCES-3601099,Success Academy Charter School-Hell'S Kitchen,NYC charter school boards,Manhattan,1,383,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601100,Brooklyn Urban Garden Charter School,NYC charter school boards,Brooklyn,1,310,http://www.bugsbrooklyn.org,1,,,,,,0,2026-09-20,,
NCES-3601102,Canarsie Ascend Charter School,NYC charter school boards,Brooklyn,1,989,http://www.ascendlearning.org,1,,,,,,0,2026-09-20,,
NCES-3601103,New Visions Charter High School For The Humanities Iii,NYC charter school boards,Brooklyn,0,,,0,NO_WEBSITE_IN_REGISTRY,,,,,0,2026-09-20,,
NCES-3601105,South Bronx Classical Charter School Ii,NYC charter school boards,Bronx,1,279,http://www.classicalcharterschools.org,1,,,,,,0,2026-09-20,,
NCES-3601106,Leadership Preparatory Canarsie Charter School,NYC charter school boards,Brooklyn,1,808,http://www.leadershipcanarsie.uncommonschools.org,1,,,,,,0,2026-09-20,,
NCES-3601108,Brilla College Preparatory Charter School,NYC charter school boards,Bronx,1,754,http://brillacollegeprep.org,1,,,,,,0,2026-09-20,,
NCES-3601109,Achievement First Aspire Charter School,NYC charter school boards,Brooklyn,1,775,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3601110,Success Academy Charter School - Washington Heights,NYC charter school boards,Manhattan,1,541,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601111,Brooklyn Laboratory Charter School,NYC charter school boards,Brooklyn,1,454,,0,NO_WEBSITE_IN_REGISTRY,,,,,0,2026-09-20,,
NCES-3601112,Achievement First Linden Charter School,NYC charter school boards,Brooklyn,1,756,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3601114,Central Brooklyn Ascend Charter School,NYC charter school boards,Brooklyn,1,778,http://www.ascendlearning.org,1,,,,,,0,2026-09-20,,
NCES-3601115,Boys Preparatory Charter School Of New York,NYC charter school boards,Bronx,1,713,http://www.publicprep.org,1,,,,,,0,2026-09-20,,
NCES-3601116,Success Academy Charter School - Rosedale,NYC charter school boards,Queens,1,1007,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601118,Success Academy Charter School - Springfield Gardens,NYC charter school boards,Queens,1,895,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601119,American Dream Charter School,NYC charter school boards,Bronx,1,602,http://www.theamericandreamschool.org,1,,,,,,0,2026-09-20,,
NCES-3601120,Success Academy Charter School - Bronx 4,NYC charter school boards,Bronx,1,618,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601121,Compass Charter School,NYC charter school boards,Brooklyn,1,316,http://www.brooklyncompass.org,1,,,,,,0,2026-09-20,,
NCES-3601122,Success Academy Charter School - Bensonhurst,NYC charter school boards,Brooklyn,1,649,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601123,Success Academy Cs - Bergen Beach,NYC charter school boards,Brooklyn,1,1052,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601124,Achievement First North Brooklyn Preparatory Charter School,NYC charter school boards,Brooklyn,1,851,,0,NO_WEBSITE_IN_REGISTRY,,,,,0,2026-09-20,,
NCES-3601125,Family Life Academy Charter School Iii,NYC charter school boards,Bronx,1,231,http://www.flacsnyc.com,1,,,,,,0,2026-09-20,,
NCES-3601127,Bronx Charter School For Better Learning Ii,NYC charter school boards,Bronx,1,430,http://www.bronxbetterlearning.org,1,,,,,,0,2026-09-20,,
NCES-3601129,Rosalyn Yalow Charter School,NYC charter school boards,Bronx,1,464,http://yalowcharter.org/,1,,,,,,0,2026-09-20,,
NCES-3601130,New Ventures Charter School,NYC charter school boards,Staten Island,1,155,http://www.newventurescharter.org,1,,,,,,0,2026-09-20,,
NCES-3601131,South Bronx Early College Academy Charter School,NYC charter school boards,Bronx,1,304,http://www.sbecacs.org,1,,,,,,0,2026-09-20,,
NCES-3601132,South Bronx Classical Charter School Iii,NYC charter school boards,Bronx,1,500,http://www.classicalcharterschools.org,1,,,,,,0,2026-09-20,,
NCES-3601133,Charter High School For Law And Social Justice,NYC charter school boards,Bronx,1,479,http://www.chslsj.org,1,,,,,,0,2026-09-20,,
NCES-3601134,Brooklyn Prospect Charter School - Csd 13.2,NYC charter school boards,Brooklyn,1,404,http://www.brooklynprospect.org,1,,,,,,0,2026-09-20,,
NCES-3601136,New Visions Chtr Hs-Adv Ma/Sci Iv,NYC charter school boards,Queens,1,425,http://www.newvisions.org/ams4,1,,,,,,0,2026-09-20,,
NCES-3601137,Storefront Academy Charter School,NYC charter school boards,Bronx,1,224,http://www.storefrontacademycs.org,1,,,,,,0,2026-09-20,,
NCES-3601138,Atmosphere Academy Public Charter School,NYC charter school boards,Manhattan,1,1103,http://www.atmosphereacademy.org,1,,,,,,0,2026-09-20,,
NCES-3601139,School In The Square Public Charter School,NYC charter school boards,Manhattan,1,552,http://www.schoolinthesquare.org,1,,,,,,0,2026-09-20,,
NCES-3601140,Success Academy Charter School-Bed Stuy 3,NYC charter school boards,Brooklyn,1,232,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601141,Success Academy Charter School-South Jamaica,NYC charter school boards,Queens,1,466,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601142,Bronx Charter School For Excellence 2,NYC charter school boards,Bronx,1,461,http://www.excellencecommunityschools.org,1,,,,,,0,2026-09-20,,
NCES-3601143,Achievement First Voyager Charter School,NYC charter school boards,Brooklyn,1,156,http://www.achievementfirst.org,1,,,,,,0,2026-09-20,,
NCES-3601144,Capital Preparatory (Cp) Harlem Charter School,NYC charter school boards,Manhattan,1,367,http://www.capitalprepharlem.org,1,,,,,,0,2026-09-20,,
NCES-3601145,Collegiate Academy-Math-Personal Awa,NYC charter school boards,Brooklyn,1,108,http://www.campacharter.org,1,,,,,,0,2026-09-20,,
NCES-3601146,Success Academy Charter School-Bushwick,NYC charter school boards,Brooklyn,1,478,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601147,South Bronx Community Charter High School,NYC charter school boards,Bronx,1,346,http://www.southbronxcommunity.org,1,,,,,,0,2026-09-20,,
NCES-3601148,Success Academy Charter School-Flatbush,NYC charter school boards,Brooklyn,1,560,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601149,Amber Charter School Kingsbridge,NYC charter school boards,Bronx,1,631,http://www.ambercharter.org,1,,,,,,0,2026-09-20,,
NCES-3601150,Brooklyn Prospect Charter School-Csd 13,NYC charter school boards,Brooklyn,1,704,http://www.brooklynprospect.org,1,,,,,,0,2026-09-20,,
NCES-3601151,Success Academy Charter School-Far Rockaway,NYC charter school boards,Queens,1,641,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601152,Growing Up Green Charter School Ii,NYC charter school boards,Queens,1,682,http://www.gugcs.org,1,,,,,,0,2026-09-20,,
NCES-3601154,New York City Charter School Of The Arts,NYC charter school boards,Manhattan,1,217,http://www.cityschoolofthearts.org,1,,,,,,0,2026-09-20,,
NCES-3601155,Whin Music Community Charter School,NYC charter school boards,Manhattan,1,334,http://www.whinmusic.org,1,,,,,,0,2026-09-20,,
NCES-3601156,South Bronx Classical Charter School Iv,NYC charter school boards,Bronx,1,379,http://www.classicalcharterschools.org,1,,,,,,0,2026-09-20,,
NCES-3601157,Bronx Charter School For Excellence 3,NYC charter school boards,Bronx,1,479,http://www.excellencecommunityschools.org,1,,,,,,0,2026-09-20,,
NCES-3601158,Legacy College Preparatory Charter School,NYC charter school boards,Bronx,1,722,http://www.legacycollegeprep.org,1,,,,,,0,2026-09-20,,
NCES-3601159,Success Academy Charter School-Harlem 6,NYC charter school boards,Manhattan,1,96,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601160,Brooklyn Emerging Leaders Academy Charter School,NYC charter school boards,Brooklyn,1,236,http://belahs.org/,1,,,,,,0,2026-09-20,,
NCES-3601161,Nyc Autism Charter School Bronx,NYC charter school boards,Bronx,1,32,http://www.nycacharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601162,New Visions Charter High School For The Humanities Iv,NYC charter school boards,Queens,1,243,http://www.newvisions.org/charter.humanities4,1,,,,,,0,2026-09-20,,
NCES-3601164,Forte Preparatory Academy Charter School,NYC charter school boards,Queens,1,364,http://www.forteprep.org,1,,,,,,0,2026-09-20,,
NCES-3601165,Brilla Veritas Charter School,NYC charter school boards,Bronx,1,457,http://brillaschools.org/,1,,,,,,0,2026-09-20,,
NCES-3601166,Hebrew Language Academy Charter School 2,NYC charter school boards,Brooklyn,1,319,http://www.hlacharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601167,Success Academy Charter School-Hudson Yards,NYC charter school boards,Manhattan,1,375,http://www.successacademies.org,1,,,,,,0,2026-09-20,,
NCES-3601171,Zeta Charter School - Inwood,NYC charter school boards,Manhattan,1,520,http://zetaschools.org,1,,,,,,0,2026-09-20,,
NCES-3601175,Cypress Hills Ascend Charter School,NYC charter school boards,Brooklyn,1,387,http://www.ascendlearning.org,1,,,,,,0,2026-09-20,,
NCES-3601176,Kipp Freedom Charter School,NYC charter school boards,Bronx,1,717,http://kippnyc.org/schools/kipp-freedom-middle-school,1,,,,,,0,2026-09-20,,
NCES-3601177,Zeta Charter School -South Bronx,NYC charter school boards,Bronx,1,619,http://zetaschools.org,1,,,,,,0,2026-09-20,,
NCES-3601178,Elm Community Charter School,NYC charter school boards,Queens,1,394,http://elmcharterschool.org,1,,,,,,0,2026-09-20,,
NCES-3601179,Lois And Richard Nicotra Early College Charter School,NYC charter school boards,Staten Island,1,286,http://www.nicotracharter.org,1,,,,,,0,2026-09-20,,
NCES-3601180,Bronx Charter School For Excellence 4,NYC charter school boards,Bronx,1,338,http://www.excellencecommunityschools.org,1,,,,,,0,2026-09-20,,
NCES-3601182,Urban Assembly Charter School For Computer Science,NYC charter school boards,Bronx,1,443,http://www.compscihigh.org,1,,,,,,0,2026-09-20,,
NCES-3601183,Our World Neighborhood Charter School 2,NYC charter school boards,Queens,1,368,http://www.owncs.org,1,,,,,,0,2026-09-20,,
NCES-3601184,Emblaze Academy Charter School,NYC charter school boards,Bronx,1,184,http://www.emblazeacademy.org,1,,,,,,0,2026-09-20,,
NCES-3601185,Key Collegiate Charter School,NYC charter school boards,Brooklyn,0,,,0,NO_WEBSITE_IN_REGISTRY,,,,,0,2026-09-20,,
NCES-3601186,Edmund W Gordon Brooklyn Laboratory Charter School,NYC charter school boards,Brooklyn,1,269,http://www.brooklynlaboratoryschool.org/,1,,,,,,0,2026-09-20,,
NCES-3601187,Urban Dove Team Charter School Ii,NYC charter school boards,Bronx,1,315,http://www.urbandove.org,1,,,,,,0,2026-09-20,,
NCES-3601191,Harlem Village Academy West 2 Charter School,NYC charter school boards,Manhattan,1,198,http://www.harlemvillageacademies.org,1,,,,,,0,2026-09-20,,
